,지역,년,주,주 평균 일교차(°C),전날 대비 최고 기온 상승 최대 변화(°C),전날 대비 최저 기온 하강 최대 변화(°C),주평균 최대 풍속(m/s),주평균 평균 풍속(m/s),SO2_최대값,CO_최대값,O3_최대값,NO2_최대값,PM10_최대값,PM25_최대값,풍향(N~NE),풍향(NE~E),풍향(E~SE),풍향(SE~S),풍향(S~SW),풍향(SW~W),풍향(W~NW),풍향(NW~N),환자 수,100만명 당 환자수,주 평균 기온(°C) 5도 미만,주 평균 기온(°C) 5도 이상 10도 미만,주 평균 기온(°C) 10도 이상 15도 미만,주 평균 기온(°C) 15도 이상 20도 미만,주 평균 기온(°C) 20도 이상 25도 미만,주 평균 기온(°C) 25도 이상,상대습도 (건조),상대습도 (적정),상대습도 (습함)
690,서울,2021,49,8.37142857142857,2.5,3.3,6.6,1.8857142857142857,0.01257142857142857,1.4857142857142858,0.059,0.06914285714285714,109.0,73.0,0,3,0,0,1,0,2,1,257.0,27.02572533576572,0,1,0,0,0,0,0,1,0
691,울산,2021,49,9.685714285714285,2.0,3.7,4.8,1.9714285714285715,0.025857142857142856,1.0142857142857142,0.04857142857142858,0.05114285714285714,74.28571428571429,45.857142857142854,1,0,0,0,1,0,1,4,23.0,20.506565667372804,0,1,0,0,0,0,0,1,0
692,인천,2021,49,7.152380952380952,2.7333333333333325,3.3,9.2,2.4857142857142853,0.008714285714285714,1.542857142857143,0.038714285714285715,0.07028571428571428,103.85714285714286,67.71428571428571,0,1,2,0,0,0,0,4,73.0,24.759401365158777,0,1,0,0,0,0,0,1,0
693,광주,2021,50,9.628571428571428,5.5,7.8,5.2,1.2857142857142858,0.011571428571428571,1.3142857142857145,0.046,0.053714285714285714,98.14285714285714,62.57142857142857,1,3,0,0,0,2,0,1,31.0,21.503720490479054,1,0,0,0,0,0,0,1,0
694,대구,2021,50,11.37142857142857,6.0,4.8999999999999995,10.6,2.757142857142857,0.007,1.2,0.046285714285714284,0.06028571428571428,87.71428571428571,59.714285714285715,0,0,0,0,0,3,4,0,66.0,27.668176398877844,1,0,0,0,0,0,0,1,0
695,대전,2021,50,10.685714285714285,4.4,9.0,7.0,1.5142857142857142,0.004428571428571428,0.8714285714285713,0.03742857142857143,0.037714285714285714,86.28571428571429,51.42857142857143,3,1,0,0,0,3,0,0,59.0,40.62658590009578,1,0,0,0,0,0,0,1,0
696,부산,2021,50,8.614285714285714,5.200000000000001,7.6,9.1,3.185714285714286,0.006857142857142858,1.1428571428571428,0.04742857142857143,0.0652857142857143,97.14285714285714,70.57142857142857,0,0,0,0,0,3,1,3,52.0,15.52062751090921,1,0,0,0,0,0,0,1,0
697,서울,2021,50,8.642857142857142,6.299999999999999,6.1000000000000005,8.1,2.3428571428571425,0.015571428571428571,1.2,0.054714285714285715,0.06314285714285714,104.42857142857143,64.0,0,0,0,1,0,3,2,1,249.0,26.18445762103371,1,0,0,0,0,0,0,1,0
698,울산,2021,50,10.685714285714285,6.0,5.3999999999999995,7.7,2.4,0.014714285714285716,1.157142857142857,0.044,0.05171428571428571,74.57142857142857,46.42857142857143,0,0,0,0,2,0,3,2,15.0,13.37384717437357,1,0,0,0,0,0,0,1,0
699,인천,2021,50,8.785714285714286,6.166666666666666,5.500000000000001,11.6,3.542857142857143,0.0064285714285714285,1.2857142857142858,0.04428571428571428,0.05814285714285715,106.57142857142857,68.0,0,0,0,0,0,2,1,4,70.0,23.741891720015264,1,0,0,0,0,0,0,1,0
700,광주,2021,51,10.657142857142857,5.300000000000001,1.7,4.9,1.4285714285714286,0.012,1.7285714285714284,0.05085714285714286,0.060142857142857144,97.85714285714286,62.714285714285715,2,3,0,0,0,2,0,0,27.0,18.72904687880434,1,0,0,0,0,0,0,1,0
701,대구,2021,51,12.514285714285716,6.699999999999999,2.4,8.0,2.3285714285714283,0.009428571428571429,1.3714285714285714,0.046571428571428576,0.06257142857142857,94.42857142857143,57.714285714285715,0,0,1,0,0,1,3,2,52.0,21.799169283964364,1,0,0,0,0,0,0,1,0
702,대전,2021,51,11.785714285714286,5.7,2.5,6.5,1.7285714285714284,0.004714285714285714,1.0571428571428572,0.04257142857142857,0.04442857142857143,82.85714285714286,52.42857142857143,2,0,0,1,0,0,1,3,44.0,30.297792874647705,1,0,0,0,0,0,0,1,0
703,부산,2021,51,8.9,3.5999999999999996,5.6000000000000005,10.6,3.0285714285714285,0.008714285714285714,1.3,0.05157142857142857,0.07671428571428572,117.0,78.0,0,0,0,0,0,4,0,3,50.0,14.923680298951163,0,1,0,0,0,0,0,1,0
704,서울,2021,51,9.5,6.8999999999999995,4.8999999999999995,7.0,2.4,0.012285714285714287,1.4000000000000001,0.056,0.06914285714285714,104.71428571428571,64.42857142857143,0,0,0,0,1,0,6,0,216.0,22.714228297764183,1,0,0,0,0,0,0,1,0
705,울산,2021,51,10.085714285714285,6.1,5.1,6.4,2.4,0.015142857142857142,1.3857142857142857,0.05028571428571428,0.06471428571428571,95.71428571428571,61.57142857142857,0,0,0,0,1,0,3,3,25.0,22.289745290622616,1,0,0,0,0,0,0,1,0
706,인천,2021,51,7.776190476190476,4.8666666666666645,6.0,8.5,3.4,0.01057142857142857,1.6714285714285715,0.04071428571428571,0.06871428571428571,90.85714285714286,65.85714285714286,0,0,0,1,1,0,2,3,59.0,20.01102302115572,1,0,0,0,0,0,0,1,0
707,광주,2021,53,7.166666666666667,4.0,3.9000000000000004,4.4,1.5666666666666664,0.01,1.0999999999999999,0.042,0.04666666666666667,65.0,49.0,0,2,0,0,0,1,0,0,3.0,2.0810052087560376,1,0,0,0,0,0,0,1,0
708,대구,2021,53,6.766666666666667,3.2,4.6000000000000005,9.2,3.0,0.006666666666666667,1.0999999999999999,0.03866666666666666,0.05266666666666667,60.0,43.0,0,0,0,0,0,0,3,0,7.0,2.934503557456741,1,0,0,0,0,0,0,1,0
709,대전,2021,53,8.5,2.5999999999999996,3.5,4.3,0.8333333333333334,0.005,0.9,0.033,0.03766666666666666,63.0,42.333333333333336,0,1,0,1,0,1,0,0,5.0,3.4429310084826934,1,0,0,0,0,0,0,1,0
710,부산,2021,53,7.533333333333334,1.6999999999999997,3.4,6.3,2.5,0.010333333333333333,1.8333333333333333,0.04533333333333334,0.048999999999999995,68.0,42.666666666666664,0,0,0,0,0,2,1,0,6.0,1.7908416358741397,1,0,0,0,0,0,0,1,0
711,서울,2021,53,8.5,6.6,3.0999999999999996,5.4,2.1999999999999997,0.012333333333333333,1.2666666666666666,0.04533333333333334,0.051333333333333335,80.33333333333333,48.0,0,0,0,0,0,2,0,1,42.0,4.416655502343036,1,0,0,0,0,0,0,1,0
712,울산,2021,53,7.7,2.5,4.300000000000001,5.2,2.3666666666666667,0.014333333333333332,1.5999999999999999,0.045000000000000005,0.045000000000000005,46.666666666666664,33.666666666666664,0,0,0,0,1,0,1,1,5.0,4.457949058124523,1,0,0,0,0,0,0,1,0
713,인천,2021,53,6.777777777777778,4.966666666666667,2.8333333333333357,6.8,2.8333333333333335,0.006333333333333333,1.0,0.04066666666666666,0.05933333333333333,59.666666666666664,44.0,0,0,0,0,0,0,0,3,11.0,3.7308686988595414,1,0,0,0,0,0,0,1,0
